iter	Passed	Remaining
1699	4768	6452
1700	4773	6451
1701	4776	6449
1702	4780	6447
1703	4783	6444
1704	4786	6443
1705	4790	6440
1706	4792	6437
1707	4794	6434
1708	4797	6431
1709	4799	6427
1710	4803	6426
1711	4807	6425
1712	4810	6421
1713	4812	6419
1714	4815	6415
1715	4819	6415
1716	4822	6412
1717	4825	6409
1718	4827	6405
1719	4829	6402
1720	4832	6398
1721	4836	6398
1722	4840	6396
1723	4842	6393
1724	4845	6390
1725	4847	6386
1726	4851	6385
1727	4854	6382
1728	4856	6378
1729	4858	6375
1730	4861	6371
1731	4863	6368
1732	4866	6366
1733	4869	6363
1734	4872	6360
1735	4874	6357
1736	4876	6353
1737	4879	6350
1738	4882	6347
1739	4885	6345
1740	4887	6341
1741	4890	6338
1742	4892	6335
1743	4895	6332
1744	4899	6330
1745	4902	6328
1746	4904	6325
1747	4907	6322
1748	4909	6319
1749	4912	6316
1750	4916	6314
1751	4918	6311
1752	4921	6308
1753	4923	6304
1754	4926	6301
1755	4928	6298
1756	4932	6296
1757	4934	6293
1758	4937	6290
1759	4939	6286
1760	4941	6283
1761	4944	6279
1762	4948	6278
1763	4950	6275
1764	4952	6271
1765	4955	6268
1766	4957	6265
1767	4960	6262
1768	4963	6260
1769	4966	6256
1770	4968	6253
1771	4971	6250
1772	4973	6246
1773	4975	6243
1774	4978	6240
1775	4981	6237
1776	4983	6234
1777	4986	6231
1778	4988	6227
1779	4990	6224
1780	4992	6220
1781	4996	6219
1782	4998	6215
1783	5001	6212
1784	5003	6208
1785	5005	6205
1786	5008	6202
1787	5011	6200
1788	5014	6197
1789	5016	6193
1790	5019	6190
1791	5021	6187
1792	5023	6183
1793	5026	6181
1794	5029	6178
1795	5032	6175
1796	5035	6172
1797	5037	6169
1798	5040	6166
1799	5043	6164
1800	5046	6161
1801	5048	6158
1802	5050	6154
1803	5053	6151
1804	5055	6147
1805	5058	6145
1806	5061	6142
1807	5063	6139
1808	5066	6136
1809	5068	6132
1810	5070	6129
1811	5073	6125
1812	5076	6124
1813	5079	6120
1814	5081	6117
1815	5083	6114
1816	5086	6110
1817	5088	6107
1818	5092	6105
1819	5095	6102
1820	5097	6099
1821	5099	6096
1822	5102	6092
1823	5104	6089
1824	5107	6087
1825	5110	6084
1826	5113	6081
1827	5115	6078
1828	5118	6075
1829	5120	6071
1830	5123	6069
1831	5126	6066
1832	5128	6062
1833	5130	6059
1834	5133	6056
1835	5135	6053
1836	5138	6049
1837	5141	6047
1838	5143	6044
1839	5145	6040
1840	5148	6037
1841	5150	6034
1842	5152	6030
1843	5156	6028
1844	5158	6025
1845	5160	6021
1846	5163	6018
1847	5165	6015
1848	5167	6011
1849	5169	6008
1850	5173	6006
1851	5175	6002
1852	5177	5999
1853	5180	5996
1854	5182	5992
1855	5185	5989
1856	5188	5987
1857	5191	5984
1858	5193	5981
1859	5195	5977
1860	5198	5974
1861	5200	5971
1862	5202	5967
1863	5205	5965
1864	5208	5962
1865	5210	5959
1866	5212	5955
1867	5216	5953
1868	5218	5950
1869	5221	5947
1870	5224	5944
1871	5226	5941
1872	5229	5938
1873	5232	5935
1874	5235	5933
1875	5238	5931
1876	5241	5928
1877	5243	5924
1878	5245	5921
1879	5248	5918
1880	5250	5914
1881	5253	5912
1882	5256	5909
1883	5258	5906
1884	5261	5903
1885	5263	5899
1886	5265	5896
1887	5269	5894
1888	5271	5891
1889	5274	5888
1890	5276	5884
1891	5278	5881
1892	5281	5878
1893	5283	5875
1894	5286	5872
1895	5289	5869
1896	5291	5866
1897	5293	5862
1898	5296	5859
1899	5298	5856
1900	5302	5854
1901	5305	5851
1902	5307	5848
1903	5309	5845
1904	5312	5842
1905	5314	5838
1906	5317	5836
1907	5319	5832
1908	5322	5829
1909	5324	5826
1910	5327	5823
1911	5329	5820
1912	5332	5817
1913	5335	5814
1914	5337	5811
1915	5340	5808
1916	5342	5804
1917	5344	5801
1918	5347	5798
1919	5350	5796
1920	5353	5793
1921	5355	5790
1922	5357	5786
1923	5359	5783
1924	5362	5780
1925	5365	5777
1926	5367	5774
1927	5370	5771
1928	5372	5768
1929	5375	5764
1930	5377	5761
1931	5379	5758
1932	5383	5756
1933	5385	5753
1934	5388	5750
1935	5390	5747
1936	5392	5743
1937	5395	5740
1938	5398	5738
1939	5401	5735
1940	5403	5732
1941	5406	5729
1942	5408	5726
1943	5411	5723
1944	5415	5721
1945	5418	5718
1946	5420	5715
1947	5422	5712
1948	5424	5708
1949	5428	5706
1950	5431	5704
1951	5434	5702
1952	5437	5698
1953	5439	5695
1954	5442	5692
1955	5447	5692
1956	5450	5689
1957	5453	5686
1958	5456	5684
1959	5459	5682
1960	5463	5680
1961	5466	5678
1962	5468	5674
1963	5470	5671
1964	5473	5668
1965	5475	5665
1966	5479	5663
1967	5482	5660
1968	5484	5656
1969	5486	5653
1970	5489	5650
1971	5491	5647
1972	5494	5645
1973	5497	5642
1974	5500	5639
1975	5502	5636
1976	5505	5633
1977	5507	5629
1978	5510	5627
1979	5513	5624
1980	5515	5621
1981	5519	5619
1982	5521	5616
1983	5524	5613
1984	5526	5609
1985	5528	5606
1986	5531	5603
1987	5534	5600
1988	5536	5597
1989	5538	5594
1990	5541	5591
1991	5543	5587
1992	5545	5584
1993	5547	5581
1994	5551	5578
1995	5553	5575
1996	5555	5572
1997	5558	5569
1998	5560	5566
1999	5562	5562
2000	5565	5559
2001	5569	5557
2002	5571	5555
2003	5574	5551
2004	5576	5548
2005	5578	5545
2006	5581	5542
2007	5584	5540
2008	5586	5536
2009	5589	5533
2010	5591	5530
2011	5593	5527
2012	5596	5523
2013	5600	5522
2014	5602	5519
2015	5605	5516
2016	5607	5512
2017	5609	5509
2018	5612	5506
2019	5616	5505
2020	5618	5502
2021	5621	5499
2022	5623	5495
2023	5625	5492
2024	5629	5490
2025	5632	5487
2026	5635	5485
2027	5637	5482
2028	5640	5478
2029	5642	5475
2030	5645	5472
2031	5648	5470
2032	5650	5467
2033	5653	5464
2034	5655	5460
2035	5657	5457
2036	5660	5454
2037	5663	5451
2038	5665	5448
2039	5667	5445
2040	5670	5442
2041	5672	5439
2042	5674	5435
2043	5677	5432
2044	5680	5430
2045	5683	5427
2046	5685	5424
2047	5687	5421
2048	5690	5418
2049	5692	5414
2050	5695	5412
2051	5698	5409
2052	5700	5406
2053	5703	5403
2054	5705	5400
2055	5708	5397
2056	5712	5395
2057	5714	5392
2058	5717	5389
2059	5719	5386
2060	5721	5383
2061	5724	5379
2062	5727	5377
2063	5729	5374
2064	5732	5371
2065	5734	5367
2066	5736	5364
2067	5738	5361
2068	5741	5358
2069	5744	5356
2070	5747	5353
2071	5750	5350
2072	5752	5347
2073	5754	5343
2074	5756	5340
2075	5759	5338
2076	5763	5335
2077	5765	5333
2078	5768	5329
2079	5770	5326
2080	5773	5324
2081	5777	5322
2082	5780	5319
2083	5782	5316
2084	5785	5313
2085	5787	5310
2086	5789	5306
2087	5793	5304
2088	5811	5316
2089	5813	5313
2090	5816	5309
2091	5818	5306
2092	5820	5303
2093	5822	5300
2094	5826	5298
2095	5829	5295
2096	5832	5292
2097	5834	5289
2098	5836	5286
2099	5838	5282
2100	5842	5280
2101	5845	5277
2102	5847	5274
2103	5849	5271
2104	5851	5268
2105	5854	5264
2106	5857	5262
2107	5860	5259
2108	5862	5256
2109	5864	5253
2110	5867	5250
2111	5869	5247
2112	5872	5244
2113	5875	5241
2114	5877	5238
2115	5879	5234
2116	5881	5231
2117	5883	5228
2118	5886	5225
2119	5890	5223
2120	5892	5220
2121	5895	5217
2122	5897	5214
2123	5899	5211
2124	5902	5208
2125	5906	5206
2126	5908	5203
2127	5910	5199
2128	5913	5196
2129	5915	5193
2130	5917	5190
2131	5920	5187
2132	5923	5184
2133	5925	5181
2134	5928	5178
2135	5930	5175
2136	5932	5172
2137	5935	5168
2138	5938	5166
2139	5940	5163
2140	5943	5160
2141	5945	5157
2142	5947	5154
2143	5950	5151
2144	5953	5148
2145	5969	5157
2146	5976	5158
2147	5978	5154
2148	5981	5151
2149	5983	5148
2150	5986	5145
2151	5988	5142
2152	5991	5140
2153	5993	5136
2154	5996	5133
2155	5998	5130
2156	6001	5127
2157	6004	5124
2158	6006	5121
2159	6008	5118
2160	6011	5115
2161	6013	5112
2162	6015	5109
2163	6019	5107
2164	6022	5104
2165	6024	5101
2166	6026	5097
2167	6029	5094
2168	6031	5091
2169	6034	5088
2170	6037	5086
2171	6040	5083
2172	6042	5080
2173	6044	5077
2174	6047	5074
2175	6050	5071
2176	6053	5068
2177	6055	5065
2178	6057	5062
2179	6059	5059
2180	6062	5055
2181	6064	5052
2182	6068	5050
2183	6070	5048
2184	6073	5044
2185	6075	5041
2186	6077	5038
2187	6080	5035
2188	6096	5043
2189	6100	5041
2190	6102	5038
2191	6105	5035
2192	6107	5032
2193	6109	5029
2194	6111	5025
2195	6114	5023
2196	6117	5020
2197	6119	5016
2198	6121	5013
2199	6123	5010
2200	6126	5007
2201	6128	5004
2202	6131	5001
2203	6134	4998
2204	6136	4995
2205	6138	4992
2206	6141	4989
2207	6143	4986
2208	6145	4982
2209	6148	4980
2210	6151	4977
2211	6153	4973
2212	6156	4971
2213	6158	4968
2214	6160	4964
2215	6164	4962
2216	6166	4959
2217	6169	4956
2218	6171	4953
2219	6173	4950
2220	6176	4946
2221	6178	4944
2222	6181	4941
2223	6184	4938
2224	6186	4935
2225	6188	4932
2226	6191	4928
2227	6193	4925
2228	6197	4924
2229	6199	4920
2230	6202	4917
2231	6204	4914
2232	6206	4911
2233	6209	4908
2234	6212	4906
2235	6214	4902
2236	6217	4900
2237	6220	4897
2238	6222	4893
2239	6224	4890
2240	6227	4888
2241	6230	4885
2242	6233	4882
2243	6236	4880
2244	6238	4877
2245	6241	4873
2246	6244	4872
2247	6247	4869
2248	6249	4866
2249	6252	4862
2250	6254	4859
2251	6256	4856
2252	6260	4854
2253	6262	4851
2254	6265	4848
2255	6267	4844
2256	6269	4841
2257	6271	4838
2258	6274	4835
2259	6277	4833
2260	6279	4830
2261	6282	4826
2262	6284	4823
2263	6286	4820
2264	6289	4817
2265	6291	4814
2266	6294	4812
2267	6297	4809
2268	6299	4805
2269	6302	4802
2270	6304	4799
2271	6306	4796
2272	6310	4794
2273	6312	4791
2274	6314	4787
2275	6316	4784
2276	6319	4781
2277	6321	4778
2278	6325	4776
2279	6327	4773
2280	6330	4770
2281	6332	4767
2282	6334	4764
2283	6336	4760
2284	6339	4758
2285	6342	4755
2286	6344	4752
2287	6346	4749
2288	6349	4745
2289	6351	4742
2290	6353	4739
2291	6357	4737
2292	6359	4734
2293	6362	4731
2294	6364	4728
2295	6366	4725
2296	6369	4722
2297	6372	4719
2298	6375	4716
2299	6377	4713
2300	6379	4710
2301	6381	4707
2302	6384	4704
2303	6386	4701
2304	6390	4699
2305	6393	4696
2306	6395	4693
2307	6398	4690
2308	6401	4688
2309	6405	4686
2310	6408	4683
2311	6411	4680
2312	6414	4678
2313	6417	4675
2314	6420	4673
2315	6423	4670
2316	6426	4667
2317	6428	4664
2318	6431	4662
2319	6434	4659
2320	6438	4657
2321	6440	4654
2322	6442	4651
2323	6445	4648
2324	6447	4644
2325	6449	4641
2326	6452	4639
2327	6455	4636
2328	6457	4633
2329	6460	4630
2330	6462	4627
2331	6464	4623
2332	6466	4620
2333	6470	4618
2334	6472	4615
2335	6475	4612
2336	6477	4609
2337	6479	4606
2338	6482	4603
2339	6486	4601
2340	6488	4598
2341	6491	4595
2342	6493	4592
2343	6495	4589
2344	6497	4585
2345	6500	4583
2346	6504	4580
2347	6506	4577
2348	6508	4574
2349	6511	4571
2350	6513	4568
2351	6515	4565
2352	6518	4562
2353	6521	4559
2354	6523	4556
2355	6525	4553
2356	6528	4550
2357	6530	4547
2358	6533	4544
2359	6536	4542
2360	6538	4539
2361	6540	4535
2362	6543	4532
2363	6545	4529
2364	6547	4526
2365	6551	4524
2366	6554	4521
2367	6556	4518
2368	6558	4515
2369	6561	4512
2370	6563	4509
2371	6566	4507
2372	6569	4504
2373	6571	4501
2374	6573	4497
2375	6576	4494
2376	6578	4492
2377	6582	4489
2378	6584	4486
2379	6587	4483
2380	6589	4480
2381	6591	4477
2382	6594	4474
2383	6596	4471
2384	6600	4469
2385	6602	4466
2386	6605	4463
2387	6607	4460
2388	6610	4457
2389	6613	4455
2390	6616	4452
2391	6618	4449
2392	6620	4446
2393	6623	4443
2394	6626	4440
2395	6629	4437
2396	6632	4435
2397	6634	4432
2398	6637	4429
2399	6639	4426
2400	6641	4423
2401	6644	4420
2402	6647	4417
2403	6650	4415
2404	6652	4411
2405	6654	4408
2406	6657	4405
2407	6659	4402
2408	6662	4399
2409	6664	4397
2410	6666	4393
2411	6669	4390
2412	6671	4387
2413	6674	4384
2414	6676	4381
2415	6679	4379
2416	6682	4376
2417	6684	4373
2418	6687	4370
2419	6689	4367
2420	6691	4364
2421	6694	4361
2422	6696	4358
2423	6699	4355
2424	6701	4352
2425	6703	4349
2426	6705	4346
2427	6708	4343
2428	6711	4340
2429	6714	4338
2430	6716	4335
2431	6718	4331
2432	6721	4328
2433	6723	4325
2434	6726	4323
2435	6729	4320
2436	6731	4317
2437	6734	4314
2438	6736	4311
2439	6738	4308
2440	6740	4305
2441	6744	4302
2442	6746	4299
2443	6749	4296
2444	6751	4293
2445	6753	4290
2446	6755	4287
2447	6758	4284
2448	6761	4282
2449	6763	4279
2450	6766	4276
2451	6768	4273
2452	6770	4269
2453	6773	4267
2454	6776	4264
2455	6778	4261
2456	6781	4258
2457	6783	4255
2458	6785	4252
2459	6788	4249
2460	6791	4247
2461	6793	4244
2462	6796	4241
2463	6798	4238
2464	6800	4234
2465	6803	4231
2466	6805	4228
2467	6809	4226
2468	6811	4223
2469	6814	4220
2470	6816	4217
2471	6818	4214
2472	6822	4212
2473	6824	4209
2474	6827	4206
2475	6829	4203
2476	6832	4200
2477	6836	4198
2478	6838	4195
2479	6840	4192
2480	6843	4189
2481	6845	4186
2482	6847	4183
2483	6851	4181
2484	6853	4178
2485	6856	4175
2486	6858	4172
2487	6860	4169
2488	6863	4166
2489	6866	4163
2490	6868	4160
2491	6871	4158
2492	6873	4155
2493	6876	4152
2494	6878	4149
2495	6880	4146
2496	6884	4143
2497	6886	4140
2498	6889	4137
2499	6891	4135
2500	6893	4131
2501	6896	4128
2502	6899	4126
2503	6902	4123
2504	6904	4120
2505	6907	4117
2506	6909	4115
2507	6912	4112
2508	6916	4109
2509	6918	4107
2510	6921	4104
2511	6923	4101
2512	6925	4098
2513	6928	4095
2514	6931	4092
2515	6934	4090
2516	6936	4087
2517	6939	4084
2518	6941	4081
2519	6943	4078
2520	6947	4075
2521	6949	4072
2522	6952	4069
2523	6954	4066
2524	6956	4063
2525	6959	4060
2526	6962	4058
2527	6965	4055
2528	6967	4052
2529	6969	4049
2530	6972	4046
2531	6974	4043
2532	6976	4040
2533	6980	4038
2534	6982	4035
2535	6985	4032
2536	6987	4029
2537	6989	4026
2538	6992	4023
2539	6995	4020
2540	6998	4018
2541	7002	4016
2542	7005	4013
2543	7009	4011
2544	7015	4010
2545	7019	4008
2546	7022	4006
2547	7029	4005
2548	7033	4003
2549	7036	4001
2550	7040	3999
2551	7046	3998
2552	7050	3995
2553	7053	3993
2554	7056	3991
2555	7062	3989
2556	7065	3987
2557	7068	3984
2558	7071	3981
2559	7075	3979
2560	7078	3977
2561	7081	3974
2562	7083	3971
2563	7086	3968
2564	7089	3966
2565	7092	3963
2566	7095	3960
2567	7097	3957
2568	7100	3955
2569	7102	3951
2570	7104	3948
2571	7108	3946
2572	7110	3943
2573	7113	3940
2574	7115	3937
2575	7118	3934
2576	7120	3931
2577	7123	3929
2578	7126	3926
2579	7128	3923
2580	7131	3920
2581	7133	3917
2582	7135	3914
2583	7137	3911
2584	7141	3909
2585	7143	3906
2586	7146	3903
2587	7148	3900
2588	7150	3897
2589	7153	3894
2590	7156	3891
2591	7158	3888
2592	7161	3885
2593	7163	3882
2594	7165	3879
2595	7168	3876
2596	7170	3874
2597	7173	3871
2598	7176	3868
2599	7178	3865
2600	7180	3862
2601	7183	3859
2602	7185	3856
2603	7188	3853
2604	7191	3850
2605	7193	3847
2606	7195	3844
2607	7198	3841
2608	7200	3838
2609	7203	3836
2610	7206	3833
2611	7208	3830
2612	7210	3827
2613	7213	3824
2614	7215	3821
2615	7217	3818
2616	7221	3816
2617	7224	3813
2618	7226	3810
2619	7229	3807
2620	7231	3804
2621	7233	3801
2622	7252	3807
2623	7255	3804
2624	7258	3801
2625	7260	3799
2626	7263	3796
2627	7265	3793
2628	7268	3790
2629	7271	3787
2630	7274	3784
2631	7276	3781
2632	7279	3779
2633	7281	3776
2634	7284	3773
2635	7287	3770
2636	7289	3767
2637	7291	3764
2638	7294	3761
2639	7296	3758
2640	7298	3755
2641	7301	3753
2642	7304	3750
2643	7306	3747
2644	7309	3744
2645	7311	3741
2646	7313	3738
2647	7316	3735
2648	7319	3733
2649	7321	3730
2650	7324	3727
2651	7326	3724
2652	7328	3721
2653	7331	3718
2654	7334	3715
2655	7337	3712
2656	7339	3709
2657	7342	3706
2658	7344	3704
2659	7346	3701
2660	7349	3698
2661	7352	3695
2662	7354	3692
2663	7357	3689
2664	7359	3686
2665	7361	3683
2666	7364	3680
2667	7367	3678
2668	7370	3675
2669	7374	3673
2670	7376	3670
2671	7379	3667
2672	7382	3665
2673	7385	3662
2674	7388	3659
2675	7391	3656
2676	7393	3653
2677	7397	3651
2678	7400	3648
2679	7402	3645
2680	7404	3642
2681	7406	3639
2682	7409	3636
2683	7412	3634
2684	7415	3631
2685	7417	3628
2686	7419	3625
2687	7422	3622
2688	7424	3619
2689	7426	3616
2690	7430	3614
2691	7433	3611
2692	7435	3608
2693	7438	3605
2694	7440	3602
2695	7443	3600
2696	7446	3597
2697	7448	3594
2698	7450	3591
2699	7453	3588
2700	7455	3585
2701	7458	3583
2702	7461	3580
2703	7463	3577
2704	7466	3574
2705	7468	3571
2706	7470	3568
2707	7473	3565
2708	7477	3563
2709	7480	3560
2710	7482	3557
2711	7485	3554
2712	7487	3552
2713	7490	3549
2714	7493	3546
2715	7496	3543
2716	7498	3540
2717	7500	3537
2718	7503	3535
2719	7505	3532
2720	7509	3529
2721	7511	3526
2722	7514	3523
2723	7516	3520
2724	7519	3518
2725	7521	3515
2726	7525	3512
2727	7528	3510
2728	7530	3507
2729	7533	3504
2730	7535	3501
2731	7537	3498
2732	7540	3495
2733	7543	3493
2734	7545	3490
2735	7548	3487
2736	7550	3484
2737	7552	3481
2738	7555	3478
2739	7558	3475
2740	7560	3472
2741	7563	3469
2742	7565	3466
2743	7567	3464
2744	7570	3461
2745	7573	3458
2746	7575	3455
2747	7578	3452
2748	7580	3449
2749	7582	3446
2750	7585	3443
2751	7588	3441
2752	7590	3438
2753	7593	3435
2754	7595	3432
2755	7597	3429
2756	7600	3426
2757	7602	3423
2758	7605	3421
2759	7608	3418
2760	7610	3415
2761	7613	3412
2762	7615	3409
2763	7617	3406
2764	7621	3403
2765	7623	3401
2766	7626	3398
2767	7628	3395
2768	7630	3392
2769	7633	3389
2770	7635	3386
2771	7639	3384
2772	7643	3381
2773	7646	3379
2774	7650	3377
2775	7656	3375
2776	7660	3373
2777	7663	3370
2778	7669	3369
2779	7673	3367
2780	7677	3365
2781	7680	3362
2782	7685	3361
2783	7689	3358
2784	7692	3355
2785	7695	3353
2786	7700	3351
2787	7703	3348
2788	7706	3346
2789	7708	3343
2790	7711	3340
2791	7713	3337
2792	7717	3334
2793	7719	3332
2794	7721	3329
2795	7724	3326
2796	7727	3323
2797	7729	3320
2798	7733	3318
2799	7736	3315
2800	7738	3312
2801	7740	3309
2802	7743	3306
2803	7745	3303
2804	7748	3301
2805	7751	3298
2806	7753	3295
2807	7756	3292
2808	7758	3289
2809	7760	3286
2810	7763	3283
2811	7766	3281
2812	7768	3278
2813	7771	3275
2814	7773	3272
2815	7776	3269
2816	7778	3266
2817	7781	3263
2818	7783	3261
2819	7786	3258
2820	7788	3255
2821	7790	3252
2822	7793	3249
2823	7796	3246
2824	7798	3243
2825	7801	3240
2826	7803	3237
2827	7805	3234
2828	7807	3231
2829	7810	3228
2830	7813	3226
2831	7815	3223
2832	7818	3220
2833	7820	3217
2834	7822	3214
2835	7825	3211
2836	7828	3209
2837	7830	3206
2838	7833	3203
2839	7835	3200
2840	7837	3197
2841	7839	3194
2842	7842	3191
2843	7846	3189
2844	7849	3186
2845	7851	3183
2846	7853	3180
2847	7855	3177
2848	7858	3174
2849	7861	3172
2850	7864	3169
2851	7867	3166
2852	7869	3163
2853	7871	3160
2854	7874	3157
2855	7877	3155
2856	7879	3152
2857	7882	3149
2858	7885	3146
2859	7887	3144
2860	7889	3141
2861	7893	3138
2862	7896	3135
2863	7898	3133
2864	7901	3130
2865	7903	3127
2866	7905	3124
2867	7908	3121
2868	7911	3118
2869	7913	3115
2870	7915	3112
2871	7918	3109
2872	7920	3107
2873	7922	3104
2874	7926	3101
2875	7928	3098
2876	7931	3095
2877	7933	3092
2878	7935	3089
2879	7938	3087
2880	7941	3084
2881	7944	3081
2882	7946	3078
2883	7949	3075
2884	7951	3073
2885	7953	3070
2886	7956	3067
2887	7959	3064
2888	7961	3061
2889	7963	3058
2890	7966	3055
2891	7968	3052
2892	7970	3049
2893	7973	3047
2894	7976	3044
2895	7978	3041
2896	7981	3038
2897	7983	3035
2898	7985	3032
2899	7987	3029
2900	7991	3027
2901	7994	3024
2902	7996	3021
2903	7998	3018
2904	8001	3015
2905	8003	3013
2906	8006	3010
2907	8009	3007
2908	8011	3004
2909	8013	3001
2910	8016	2998
2911	8018	2995
2912	8020	2993
2913	8023	2990
2914	8026	2987
2915	8028	2984
2916	8031	2981
2917	8033	2978
2918	8035	2975
2919	8039	2973
2920	8041	2970
2921	8044	2967
2922	8046	2964
2923	8048	2961
2924	8051	2958
2925	8053	2956
2926	8057	2953
2927	8059	2950
2928	8062	2948
2929	8064	2945
2930	8067	2942
2931	8070	2939
2932	8073	2936
2933	8076	2934
2934	8079	2931
2935	8082	2928
2936	8084	2926
2937	8087	2923
2938	8090	2920
2939	8092	2917
2940	8095	2914
2941	8097	2911
2942	8099	2909
2943	8103	2906
2944	8105	2903
2945	8108	2900
2946	8110	2897
2947	8112	2894
2948	8114	2892
2949	8117	2889
2950	8120	2886
2951	8123	2883
2952	8126	2881
2953	8128	2878
2954	8131	2875
2955	8133	2872
2956	8135	2869
2957	8137	2866
2958	8140	2863
2959	8144	2861
2960	8146	2858
2961	8149	2855
2962	8151	2852
2963	8153	2849
2964	8155	2846
2965	8159	2844
2966	8161	2841
2967	8164	2838
2968	8166	2835
2969	8168	2832
2970	8171	2830
2971	8174	2827
2972	8176	2824
2973	8178	2821
2974	8181	2818
2975	8183	2815
2976	8185	2812
2977	8188	2809
2978	8191	2807
2979	8193	2804
2980	8196	2801
2981	8198	2798
2982	8200	2795
2983	8203	2793
2984	8206	2790
2985	8209	2787
2986	8212	2784
2987	8214	2782
2988	8216	2779
2989	8219	2776
2990	8221	2773
2991	8224	2770
2992	8226	2767
2993	8229	2765
2994	8231	2762
2995	8234	2759
2996	8236	2756
2997	8240	2754
2998	8242	2751
2999	8245	2748
3000	8248	2745
3001	8250	2742
3002	8253	2740
3003	8256	2737
3004	8258	2734
3005	8261	2731
3006	8264	2729
3007	8267	2726
3008	8270	2723
3009	8273	2721
3010	8275	2718
3011	8278	2715
3012	8280	2712
3013	8283	2709
3014	8285	2706
3015	8288	2704
3016	8291	2701
3017	8293	2698
3018	8295	2695
3019	8298	2692
3020	8300	2690
3021	8304	2687
3022	8307	2684
3023	8310	2682
3024	8312	2679
3025	8314	2676
3026	8316	2673
3027	8320	2670
3028	8323	2668
3029	8327	2665
3030	8330	2663
3031	8332	2660
3032	8337	2658
3033	8340	2655
3034	8343	2652
3035	8345	2649
3036	8347	2647
3037	8350	2644
3038	8354	2641
3039	8356	2638
3040	8358	2636
3041	8361	2633
3042	8363	2630
3043	8365	2627
3044	8369	2624
3045	8371	2621
3046	8373	2618
3047	8376	2616
3048	8378	2613
3049	8380	2610
3050	8383	2607
3051	8386	2604
3052	8388	2602
3053	8390	2599
3054	8393	2596
3055	8395	2593
3056	8398	2590
3057	8401	2587
3058	8403	2585
3059	8406	2582
3060	8408	2579
3061	8410	2576
3062	8412	2573
3063	8416	2571
3064	8419	2568
3065	8421	2565
3066	8423	2562
3067	8425	2559
3068	8428	2556
3069	8431	2554
3070	8433	2551
3071	8436	2548
3072	8438	2545
3073	8440	2542
3074	8443	2539
3075	8446	2537
3076	8449	2534
3077	8452	2531
3078	8454	2529
3079	8457	2526
3080	8460	2523
3081	8470	2522
3082	8477	2521
3083	8484	2519
3084	8486	2517
3085	8489	2514
3086	8491	2511
3087	8494	2508
3088	8497	2506
3089	8500	2503
3090	8502	2500
3091	8505	2497
3092	8507	2494
3093	8509	2491
3094	8513	2489
3095	8515	2486
3096	8518	2483
3097	8520	2480
3098	8523	2477
3099	8525	2475
3100	8527	2472
3101	8530	2469
3102	8532	2466
3103	8535	2463
3104	8537	2460
3105	8540	2458
3106	8542	2455
3107	8545	2452
3108	8548	2449
3109	8550	2447
3110	8553	2444
3111	8555	2441
3112	8557	2438
3113	8560	2435
3114	8563	2433
3115	8566	2430
3116	8568	2427
3117	8570	2424
3118	8573	2421
3119	8575	2418
3120	8578	2416
3121	8581	2413
3122	8583	2410
3123	8585	2407
3124	8588	2404
3125	8590	2401
3126	8594	2399
3127	8597	2396
3128	8599	2393
3129	8601	2390
3130	8604	2388
3131	8606	2385
3132	8609	2382
3133	8612	2379
3134	8614	2376
3135	8616	2374
3136	8619	2371
3137	8621	2368
3138	8624	2365
3139	8626	2362
3140	8629	2359
3141	8631	2357
3142	8633	2354
3143	8636	2351
3144	8639	2348
3145	8642	2346
3146	8645	2343
3147	8647	2340
3148	8649	2337
3149	8652	2334
3150	8655	2332
3151	8658	2329
3152	8661	2326
3153	8664	2324
3154	8666	2321
3155	8669	2318
3156	8672	2315
3157	8675	2313
3158	8677	2310
3159	8680	2307
3160	8682	2304
3161	8685	2301
3162	8687	2298
3163	8690	2296
3164	8693	2293
3165	8695	2290
3166	8697	2287
3167	8700	2284
3168	8702	2282
3169	8705	2279
3170	8708	2276
3171	8710	2273
3172	8712	2270
3173	8715	2267
3174	8717	2265
3175	8719	2262
3176	8722	2259
3177	8725	2256
3178	8727	2254
3179	8730	2251
3180	8733	2248
3181	8736	2245
3182	8739	2243
3183	8742	2240
3184	8744	2237
3185	8747	2234
3186	8749	2232
3187	8752	2229
3188	8755	2226
3189	8758	2224
3190	8761	2221
3191	8763	2218
3192	8766	2215
3193	8769	2212
3194	8772	2210
3195	8774	2207
3196	8776	2204
3197	8779	2201
3198	8781	2198
3199	8783	2195
3200	8786	2193
3201	8789	2190
3202	8791	2187
3203	8794	2184
3204	8796	2181
3205	8798	2179
3206	8802	2176
3207	8804	2173
3208	8807	2170
3209	8809	2168
3210	8811	2165
3211	8814	2162
3212	8816	2159
3213	8820	2156
3214	8822	2154
3215	8824	2151
3216	8826	2148
3217	8829	2145
3218	8831	2142
3219	8835	2140
3220	8838	2137
3221	8840	2134
3222	8842	2131
3223	8845	2129
3224	8847	2126
3225	8852	2123
3226	8855	2121
3227	8858	2118
3228	8860	2115
3229	8862	2112
3230	8866	2110
3231	8869	2107
3232	8871	2104
3233	8873	2101
3234	8876	2098
3235	8878	2096
3236	8881	2093
3237	8884	2090
3238	8886	2087
3239	8889	2085
3240	8891	2082
3241	8893	2079
3242	8896	2076
3243	8899	2073
3244	8901	2071
3245	8904	2068
3246	8906	2065
3247	8908	2062
3248	8911	2059
3249	8914	2057
3250	8916	2054
3251	8919	2051
3252	8921	2048
