iter	Logloss
410	0.3572360164
411	0.3570814687
412	0.3567981312
413	0.3566058098
414	0.3564267173
415	0.3562563742
416	0.356094687
417	0.3559218474
418	0.3557264929
419	0.3555676755
420	0.3554259601
421	0.3553156955
422	0.355165814
423	0.354952261
424	0.3548024962
425	0.3546783261
426	0.3545145157
427	0.354351452
428	0.3541608571
429	0.3540175318
430	0.3538315333
431	0.3536661131
432	0.3535064557
433	0.3533740262
434	0.3532191752
435	0.3530499986
436	0.3528956142
437	0.3526910904
438	0.3525473918
439	0.3523623965
440	0.3521937566
441	0.3520679066
442	0.3518783383
443	0.3517077618
444	0.3515678196
445	0.3513965898
446	0.351243232
447	0.3511417401
448	0.3509536883
449	0.3507760891
450	0.3506018029
451	0.3504637739
452	0.3503006401
453	0.3501183279
454	0.3499644335
455	0.3498704309
456	0.3496978013
457	0.3495319611
458	0.3493924855
459	0.3492095901
460	0.3490639316
461	0.3489355385
462	0.3488182278
463	0.3486783556
464	0.3485788235
465	0.3483616074
466	0.3482303911
467	0.348100878
468	0.3479475435
469	0.3478282497
470	0.3476697589
471	0.3475440722
472	0.3474214886
473	0.3473039446
474	0.3471680621
475	0.3470588474
476	0.3469673647
477	0.3467804562
478	0.3466739246
479	0.3465187003
480	0.3463407044
481	0.3461670015
482	0.3460130137
483	0.3459083254
484	0.3457636002
485	0.3455945403
486	0.3454558113
487	0.3452940308
488	0.3451661743
489	0.3450560963
490	0.3449354959
491	0.3447876443
492	0.3446231107
493	0.3444935743
494	0.3442924803
495	0.3442137599
496	0.3440684047
497	0.3439588634
498	0.3438318468
499	0.3437189458
500	0.3435802401
501	0.3434749685
502	0.3432554659
503	0.3431654297
504	0.3430204246
505	0.3428928714
506	0.3427532791
507	0.342645511
508	0.3425206176
509	0.3424128728
510	0.3422528421
511	0.3421989931
512	0.3421139032
513	0.3419657483
514	0.3418601266
515	0.3417354432
516	0.3416784911
517	0.3415708629
518	0.3414848631
519	0.3413700489
520	0.3412492385
521	0.3411281947
522	0.3410125172
523	0.3408995462
524	0.3408088334
525	0.3406996187
526	0.340532542
527	0.3404300235
528	0.3403319379
529	0.3401688975
530	0.3401189682
531	0.3400159363
532	0.339945102
533	0.3398402269
534	0.3397252961
535	0.3396487455
536	0.3395494467
537	0.3393973721
538	0.3392826979
539	0.3391570812
540	0.3390324211
541	0.338945488
542	0.3388051491
543	0.3386506014
544	0.3384989234
545	0.3383679871
546	0.3382962661
547	0.3381623668
548	0.3380224245
549	0.3379101768
550	0.3377820869
551	0.3376479543
552	0.3375896489
553	0.3374659687
554	0.3373288729
555	0.3372231346
556	0.337096538
557	0.3370010423
558	0.3369183555
559	0.336806971
560	0.3366670754
561	0.3365638336
562	0.336424778
563	0.3362964315
564	0.3362117382
565	0.3360726826
566	0.3359664777
567	0.3358206793
568	0.3356937793
569	0.3355544437
570	0.3354613045
571	0.3353472135
572	0.3352270097
573	0.335118705
574	0.3349998544
575	0.334882847
576	0.3348064364
577	0.3346452626
578	0.3344895482
579	0.3344227269
580	0.3343278144
581	0.3341911619
582	0.3340901133
583	0.3339864748
584	0.3338598316
585	0.3338003129
586	0.3336727831
587	0.3335136157
588	0.3334486608
589	0.3333369497
590	0.3331924578
591	0.3330674944
592	0.3329898939
593	0.3328560879
594	0.332820904
595	0.3326491376
596	0.3325655176
597	0.3324570729
598	0.3323669434
599	0.3322321341
600	0.3320919119
601	0.3320064486
602	0.3319523663
603	0.3318618168
604	0.3317462326
605	0.3316740917
606	0.331552278
607	0.3314725543
608	0.3314105393
609	0.3312731635
610	0.3311789976
611	0.3310836885
612	0.3309917858
613	0.3309374235
614	0.3308139999
615	0.3307421156
616	0.3306032
617	0.3305013814
618	0.3303991195
619	0.3302927746
620	0.3302018052
621	0.3301061228
622	0.3299797361
623	0.3298986359
624	0.3297562672
625	0.3296951621
626	0.329536858
627	0.3294324262
628	0.3293156522
629	0.3292231895
630	0.329086677
631	0.3290297482
632	0.3289316626
633	0.3287737085
634	0.3287116468
635	0.3286227772
636	0.3285080563
637	0.3283995649
638	0.3283201912
639	0.3281782658
640	0.3280766105
641	0.3279580866
642	0.3278098383
643	0.3276715293
644	0.3275477325
645	0.3274043372
646	0.3272949125
647	0.3272464297
648	0.3271425113
649	0.3270422793
650	0.3268946376
651	0.3267982786
652	0.3266817612
653	0.3265857288
654	0.3264872466
655	0.3264145457
656	0.3262651076
657	0.3261860839
658	0.32602428
659	0.3259268478
660	0.3258514171
661	0.325755688
662	0.3256565526
663	0.3255601935
664	0.3254983418
665	0.3254281607
666	0.3253076303
667	0.3252610373
668	0.3251609219
669	0.3250449178
670	0.3249608311
671	0.3248442204
672	0.3247721727
673	0.3246662712
674	0.3245487505
675	0.3244638705
676	0.3243594855
677	0.3242372985
678	0.324084594
679	0.3239630836
680	0.3238294409
681	0.3236978047
682	0.3236120615
683	0.3235423237
684	0.3234793753
685	0.3233719105
686	0.3233233811
687	0.3232506802
688	0.3231463418
689	0.3230326941
690	0.322933932
691	0.3228562848
692	0.322723342
693	0.3226293395
694	0.322559485
695	0.3224653425
696	0.3223782227
697	0.3223045652
698	0.3222546592
699	0.3221677261
700	0.3220678674
701	0.3219581161
702	0.3218401988
703	0.3217385668
704	0.3216603597
705	0.321610687
706	0.3215833191
707	0.3214710481
708	0.3213799153
709	0.321261718
710	0.3211908836
711	0.3211213091
712	0.3210735263
713	0.3209632384
714	0.3208992868
715	0.3208345652
716	0.3207049589
717	0.3206358277
718	0.3205533742
719	0.3204289941
720	0.3203191261
721	0.3202176342
722	0.3201600988
723	0.3200705759
724	0.3199891957
725	0.3199048524
726	0.3198013772
727	0.3197253866
728	0.3196391534
729	0.3195764384
730	0.3195212128
731	0.3193938696
732	0.3192553506
733	0.319115035
734	0.3190161562
735	0.3189624471
736	0.3188332374
737	0.3187355251
738	0.3186712236
739	0.3186236507
740	0.318553213
741	0.3184744459
742	0.3183687776
743	0.3182877474
744	0.3182010242
745	0.3180950293
746	0.3180597288
747	0.3179620399
748	0.3178609679
749	0.3177851639
750	0.3177149128
751	0.3176307795
752	0.3175447563
753	0.317477165
754	0.3173787295
755	0.317322104
756	0.3172804806
757	0.3171599502
758	0.3171068944
759	0.3170341468
760	0.3169632891
761	0.3168619605
762	0.3167971456
763	0.316709116
764	0.316645351
765	0.3166048476
766	0.3165089552
767	0.3164776443
768	0.3163958908
769	0.3163273896
770	0.3162591917
771	0.3161602195
772	0.3161127866
773	0.3160446587
774	0.3159637918
775	0.3159049498
776	0.3158535272
777	0.3157566549
778	0.3156842573
779	0.3155249966
780	0.3153983067
781	0.3153256758
782	0.3152730166
783	0.3152027888
784	0.3151406104
785	0.3150846849
786	0.3149967952
787	0.3148827976
788	0.3148172594
789	0.314662525
790	0.3146114058
791	0.3145626196
792	0.314512247
793	0.3144676838
794	0.3143699249
795	0.3143169391
796	0.3142737759
797	0.3142366555
798	0.3141690642
799	0.3140909037
800	0.3140220525
801	0.3139321097
802	0.3138688114
803	0.3137917008
804	0.3136776332
805	0.3135785444
806	0.3134690031
807	0.3134026484
808	0.3133463728
809	0.3132633361
810	0.3131642006
811	0.3130649018
812	0.31300382
813	0.3129092342
814	0.3128519554
815	0.3127890771
816	0.3127331748
817	0.3126450752
818	0.3125481562
819	0.3124667293
820	0.3123713035
821	0.3123075153
822	0.3122501665
823	0.3121131174
824	0.3119897405
825	0.3119304552
826	0.3118332329
827	0.3117599721
828	0.3116585968
829	0.311562961
830	0.3115144782
831	0.3114169993
832	0.3112766371
833	0.3111940903
834	0.3111298587
835	0.3110469853
836	0.3109117327
837	0.3108344822
838	0.3107748002
839	0.3106711851
840	0.3106086568
841	0.3105515413
842	0.310463395
843	0.3103899941
844	0.3102630242
845	0.3101541828
846	0.3100853783
847	0.3099283574
848	0.3098524368
849	0.3097900951
850	0.3096998955
851	0.3095717824
852	0.3094544017
853	0.3093981728
854	0.309341594
855	0.309257484
856	0.3091897294
857	0.3091265944
858	0.3090789282
859	0.3090046874
860	0.3089197375
861	0.3088459167
862	0.3087443314
863	0.3086765301
864	0.3085962698
865	0.3085403209
866	0.3084945212
867	0.3084092913
868	0.3083231048
869	0.3082167366
870	0.3081292202
871	0.3080637287
872	0.307959647
873	0.3078727606
874	0.3078243711
875	0.3077852442
876	0.3077777081
877	0.3077064771
878	0.3076491516
879	0.3076219938
880	0.3075608886
881	0.3074379551
882	0.3073705271
883	0.3072985728
884	0.3072570427
885	0.307174426
886	0.3071209036
887	0.3070623649
888	0.3069884507
889	0.3069241958
890	0.3068867955
891	0.3068355129
892	0.3067597089
893	0.3066721925
894	0.3065933787
895	0.3065210278
896	0.3064158728
897	0.3063131443
898	0.3062642415
899	0.3061881809
900	0.3061494273
901	0.3060934084
902	0.3060075019
903	0.3059365275
904	0.3058517409
905	0.305808741
906	0.3056889339
907	0.305582519
908	0.3055182407
909	0.305463925
910	0.3053479909
911	0.3052876324
912	0.3052226775
913	0.3051743347
914	0.3051007239
915	0.305057444
916	0.3049744306
917	0.3049101757
918	0.3048077038
919	0.3046875467
920	0.3046070997
921	0.3045238763
922	0.3044865226
923	0.3044171815
924	0.3043470004
925	0.3042582474
926	0.3041873897
927	0.3041314641
928	0.3040263325
929	0.3039477054
930	0.3038588124
931	0.3038088131
932	0.3036885626
933	0.3035673556
934	0.3035014908
935	0.3034319396
936	0.3033611753
937	0.3032907842
938	0.3032151435
939	0.3031767866
940	0.3031369364
941	0.3030205356
942	0.302994591
943	0.3029500512
944	0.3028723341
945	0.3028175751
946	0.3027826945
947	0.3026940349
948	0.3026702134
949	0.30262894
950	0.302603952
951	0.302561652
952	0.3024951573
953	0.3024688161
954	0.30237675
955	0.3022607926
956	0.3021993375
957	0.3021648302
958	0.3021369957
959	0.3021098379
960	0.3020476828
961	0.302012499
962	0.3019567834
963	0.3018893554
964	0.3018516051
965	0.3018116382
966	0.3017479899
967	0.3017171691
968	0.3016454014
969	0.3015836663
970	0.301541483
971	0.3015174282
972	0.3014836209
973	0.3014313117
974	0.3013535712
975	0.3013042252
976	0.3012446366
977	0.3011645396
978	0.3010931219
979	0.3010530151
980	0.3009759979
981	0.3008563307
982	0.3007977687
983	0.3006833978
984	0.3006154798
985	0.3005247904
986	0.300458039
987	0.3003465378
988	0.3002767767
989	0.3002288072
990	0.3001899836
991	0.3001318182
992	0.3000889583
993	0.3000025385
994	0.2999122923
995	0.2998624096
996	0.2997993913
997	0.299722654
998	0.2996731913
999	0.2995733792
1000	0.299525223
1001	0.2994580983
1002	0.2994053692
1003	0.2993811744
1004	0.2992795892
1005	0.2992346061
1006	0.2991554657
1007	0.2990764186
1008	0.2990162467
1009	0.298949962
1010	0.2989153381
1011	0.2988610691
1012	0.2988034403
1013	0.2987546542
1014	0.2987296895
1015	0.2986819299
1016	0.2986068492
1017	0.2985190762
1018	0.2984738598
1019	0.298403562
1020	0.2983575057
1021	0.298298337
1022	0.2982182634
1023	0.2981623145
1024	0.2981083721
1025	0.2979968476
1026	0.2979556209
1027	0.2979044783
1028	0.297865888
1029	0.2978238914
1030	0.2977280223
1031	0.2976777663
1032	0.2976016357
1033	0.2975173857
1034	0.2974860982
1035	0.2974246897
1036	0.2973553019
1037	0.2973311305
1038	0.2972400444
1039	0.297160624
1040	0.2970720577
1041	0.2970237615
1042	0.2969445278
1043	0.2969109538
1044	0.2968526018
1045	0.2968019258
1046	0.2967312781
1047	0.2966539342
1048	0.2965791568
1049	0.29653905
1050	0.296447124
1051	0.2963443021
1052	0.2962602855
1053	0.296211966
1054	0.2961757088
1055	0.2961426248
1056	0.2960961251
1057	0.2960558317
1058	0.2959286518
1059	0.2958724929
1060	0.2958178039
1061	0.2957340905
1062	0.2956497472
1063	0.2955969014
1064	0.2955004258
1065	0.2954269549
1066	0.2953371287
1067	0.2952184415
1068	0.295161186
1069	0.2950918682
1070	0.2950141743
1071	0.2949276612
1072	0.2948824448
1073	0.2948359218
1074	0.2947596045
1075	0.2946900067
1076	0.2946469135
1077	0.2946252852
1078	0.2945975441
1079	0.2945569473
1080	0.2944355069
1081	0.2943578598
1082	0.294283689
1083	0.2941987391
1084	0.2941502562
1085	0.2940708825
1086	0.2940219331
1087	0.2939428394
1088	0.2939180147
1089	0.2938690652
1090	0.2938190892
1091	0.2937728462
1092	0.2937224269
1093	0.293636637
1094	0.2935552101
1095	0.2935272123
1096	0.2934927751
1097	0.2934721967
1098	0.2933815772
1099	0.2933544894
1100	0.2932730392
1101	0.2932330024
1102	0.2931601615
1103	0.2930529766
1104	0.2930074569
1105	0.2929377658
1106	0.2928979623
1107	0.2928367638
1108	0.2927146468
1109	0.2926557815
1110	0.2926269438
1111	0.2925842005
1112	0.2925342711
1113	0.2924628301
1114	0.2924064146
1115	0.2923359536
1116	0.2922814979
1117	0.2922238458
1118	0.2921558112
1119	0.2921078183
1120	0.2920631619
1121	0.2919921642
1122	0.2919065143
1123	0.291855325
1124	0.2917981162
1125	0.2917178559
1126	0.291654441
1127	0.2915795469
1128	0.2915172519
1129	0.2914385081
1130	0.2913910519
1131	0.2913028122
1132	0.2912272649
1133	0.2912034434
1134	0.2911585537
1135	0.2911210366
1136	0.2910674909
1137	0.2910268474
1138	0.2909798112
1139	0.2908662802
1140	0.2908128511
1141	0.2907541957
1142	0.2907098893
1143	0.2906654661
1144	0.290578393
1145	0.2905516318
1146	0.2904613857
1147	0.2904004672
1148	0.2903421851
1149	0.2902689476
1150	0.2901876374
1151	0.2901407644
1152	0.290078446
1153	0.2900441954
1154	0.2899622086
1155	0.2899094795
1156	0.2898573803
1157	0.2898198399
1158	0.2897333501
1159	0.2896673453
1160	0.2896242288
1161	0.2895473282
1162	0.2895081313
1163	0.2894357337
1164	0.2893578299
1165	0.2892985213
1166	0.2892651106
1167	0.28923086
1168	0.2891359942
1169	0.2890995971
1170	0.2890579737
1171	0.2890176569
1172	0.2889464025
1173	0.2888896137
1174	0.2888290919
1175	0.2887928347
1176	0.2887514447
1177	0.2886774372
1178	0.2885614798
1179	0.2885007246
1180	0.2884301235
1181	0.2883515664
1182	0.2882333925
1183	0.2881713541
1184	0.2881387133
1185	0.2880548133
1186	0.287966527
1187	0.2878972558
1188	0.287853416
1189	0.2878209619
1190	0.2877743222
1191	0.2877283125
1192	0.2876446459
1193	0.2875939699
1194	0.2875382543
1195	0.2874578307
1196	0.2874388155
1197	0.2873889328
1198	0.287335597
1199	0.2872370215
1200	0.2871950715
1201	0.2871391926
1202	0.2870786941
1203	0.2869981772
1204	0.2869310292
1205	0.2868802132
1206	0.2868371433
1207	0.2867110833
1208	0.2866723064
1209	0.2866159375
1210	0.2865838567
1211	0.286504623
1212	0.2864427946
1213	0.2863875923
1214	0.2863277237
1215	0.286256376
1216	0.2861887147
1217	0.2861332091
1218	0.2860743905
1219	0.2860069858
1220	0.285966459
1221	0.2858994744
1222	0.2858452287
1223	0.2858034186
1224	0.2857314644
1225	0.2857040732
1226	0.2856677927
1227	0.2855968417
1228	0.2855402629
1229	0.2854560595
1230	0.285400064
1231	0.2853163506
1232	0.2852054328
1233	0.285173212
1234	0.2851396613
1235	0.2850449588
1236	0.2849898265
1237	0.2849180589
1238	0.284845778
1239	0.2848107807
1240	0.2847720738
1241	0.2847216545
1242	0.2846835542
1243	0.2845909282
1244	0.2845394823
1245	0.2844567022
1246	0.2843728255
1247	0.2843056542
1248	0.2842300602
1249	0.2842024357
1250	0.2841536029
1251	0.2841103463
1252	0.2840317192
1253	0.2839900959
1254	0.2839589017
1255	0.2839062892
1256	0.2838213626
1257	0.2837702667
1258	0.2837390725
1259	0.2836939727
1260	0.2836302778
1261	0.2835397983
1262	0.2834978249
1263	0.2834372098
1264	0.2833869771
1265	0.2833330814
1266	0.2832586539
1267	0.2832220468
1268	0.2831372369
1269	0.2830751752
1270	0.2830613629
1271	0.2829685736
1272	0.282913068
1273	0.2828529661
1274	0.2828303812
1275	0.2827549272
1276	0.2826784233
1277	0.2826262774
1278	0.2825397876
1279	0.2825025973
1280	0.2824853553
1281	0.2824427287
1282	0.2823807136
1283	0.2822981435
1284	0.2822578034
1285	0.282182186
1286	0.2821295735
1287	0.2820998959
1288	0.2820379975
1289	0.2819848717
1290	0.2819415451
1291	0.2819084611
1292	0.2818732772
1293	0.281821808
1294	0.2817219025
1295	0.2816919216
1296	0.2816179841
1297	0.2815113826
1298	0.2814261294
1299	0.2813686872
1300	0.2813236575
1301	0.2812787444
1302	0.2812192258
1303	0.2811675465
1304	0.2810891528
1305	0.2810542489
1306	0.2809595697
1307	0.2809039941
1308	0.2808782828
1309	0.2808320398
1310	0.2807928663
1311	0.2807353075
1312	0.2806640532
1313	0.280624273
1314	0.2805920989
1315	0.2805367333
1316	0.2804633091
1317	0.2803675567
1318	0.2802992655
1319	0.2802534191
1320	0.2801865744
1321	0.2801487774
1322	0.2801112837
1323	0.2800764031
1324	0.2799752145
1325	0.2799380008
1326	0.279868543
1327	0.2798366022
1328	0.2797860895
1329	0.2797060159
1330	0.2796744017
1331	0.279616003
1332	0.2795751029
1333	0.2795375392
1334	0.2794831302
1335	0.2794101727
1336	0.2793315456
1337	0.2792873558
1338	0.2792267172
1339	0.2791733115
1340	0.279099584
1341	0.2790523144
1342	0.2790015918
1343	0.2789545322
1344	0.2789289609
1345	0.2788877341
1346	0.2788325785
1347	0.2788039275
1348	0.2787364995
1349	0.2786804106
1350	0.2786103695
1351	0.278566623
1352	0.2785164836
1353	0.2784455559
1354	0.2784042592
1355	0.2783653889
1356	0.2782734396
1357	0.2782414521
1358	0.2781991754
1359	0.2781075527
1360	0.2780400547
1361	0.278011637
1362	0.2779226741
1363	0.2778582325
1364	0.2777684063
1365	0.2776921357
1366	0.277666681
1367	0.2775761549
1368	0.2775245457
1369	0.2774597541
1370	0.2773444499
1371	0.2773078195
1372	0.2772854213
1373	0.2772529439
1374	0.2771997481
1375	0.2771727536
1376	0.2771119984
1377	0.2770595259
1378	0.2770137962
1379	0.2769713329
1380	0.2769127009
1381	0.2768507558
1382	0.276776165
1383	0.2767424044
1384	0.2766906552
1385	0.2766664604
1386	0.276625117
1387	0.2765358974
1388	0.2764724825
1389	0.2763904723
1390	0.2763466791
1391	0.2763329835
1392	0.2762788778
1393	0.2762258454
1394	0.2761941146
1395	0.2761520712
1396	0.2760649048
1397	0.2760411534
1398	0.275987351
1399	0.2759446077
1400	0.2758617343
1401	0.2757584458
1402	0.2756830851
1403	0.2756025915
1404	0.2755292607
1405	0.2754711186
1406	0.2754086136
1407	0.2753239203
1408	0.2752821803
1409	0.2752494929
1410	0.275209666
1411	0.2751758354
1412	0.2751241795
1413	0.275092542
1414	0.2750617678
1415	0.2750200744
1416	0.2749295949
1417	0.2749016905
1418	0.2748500346
1419	0.2747557987
1420	0.2746857109
1421	0.2745771962
1422	0.27444542
1423	0.2743767321
1424	0.2743194767
1425	0.2742962852
1426	0.2742672375
1427	0.2742312837
1428	0.2741498335
1429	0.2740878417
1430	0.2740367924
1431	0.2739763639
1432	0.2739107558
1433	0.2738629496
1434	0.2737664039
1435	0.2737277436
1436	0.2736721214
1437	0.2735995605
1438	0.2735609235
1439	0.273504788
1440	0.2734136086
1441	0.2733359614
1442	0.273286592
1443	0.2732049318
1444	0.27314385
1445	0.2731167855
1446	0.2730011546
1447	0.27293354
1448	0.2728511332
1449	0.2727752126
1450	0.2727080879
1451	0.2726629881
1452	0.2726147853
1453	0.2725888873
1454	0.2725235125
1455	0.2724881187
1456	0.272408535
1457	0.2723376773
1458	0.2722925775
1459	0.2721893591
1460	0.2721208345
1461	0.2720615725
1462	0.2719999541
1463	0.2719231702
1464	0.2718397601
1465	0.2717891541
1466	0.2717602464
1467	0.2717288423
1468	0.2716648673
1469	0.2716175511
1470	0.2715987226
1471	0.2715578458
1472	0.2715045334
1473	0.2714636566
1474	0.2713890192
1475	0.2713293606
1476	0.2712626326
1477	0.2712256289
1478	0.2711794325
1479	0.2710657616
1480	0.2710052397
1481	0.2709628231
1482	0.2709224129
1483	0.2708692871
1484	0.2708404728
1485	0.2707971695
1486	0.2707405674
1487	0.2706932045
1488	0.2706130841
1489	0.270552539
1490	0.2704953535
1491	0.2704184529
1492	0.2703830124
1493	0.2703049219
1494	0.2702208586
1495	0.2701518441
1496	0.2701042712
1497	0.2700465958
1498	0.2699861672
1499	0.2699647256
1500	0.2698922114
1501	0.2698511013
1502	0.2697415133
1503	0.2696467408
1504	0.2695913286
1505	0.2695297335
1506	0.2695007558
1507	0.2694567759
1508	0.2693811119
1509	0.2693023215
1510	0.2692643145
1511	0.2691980531
